index,link,title,description,positive,negative,neutral,compound,Month
75,https://economictimes.indiatimes.com/markets/stocks/news/can-bajaj-finance-bajaj-finserv-shares-sustain-momentum/articleshow/71938491.cms,"Bajaj Finserv Shares: Can Bajaj Finance, Bajaj Finserv shares sustain momentum?","1 month ago · NEW DELHI: Shares of Bajaj group holding company Bajaj Finserv and its subsidiary Bajaj Finance scaled fresh ... Bajaj Finserv Ltd. ... Edelweiss Securities on October 23 gave 'Reduce' call to Bajaj Finserv with a target price of Rs 6,938.",0.328,0.0,0.672,0.5267,November
76,https://economictimes.indiatimes.com/markets/stocks/news/brokerages-mixed-on-tech-mahindra-post-q2-results/articleshow/71933427.cms,Brokerages mixed on Tech Mahindra post Q2 results,"1 month ago · Edelweiss Financial . ... Tech Mahindra Ltd. ... On the other hand, Edelweiss Securities has 'Buy' call on Tech Mahindra with a target price of Rs 937.",0.0,0.0,1.0,0.0,November
77,https://economictimes.indiatimes.com/markets/stocks/recos/buy-vedanta-ltd-target-rs-170-0-sagar-doshi/articleshow/71932695.cms,"vedanta: Buy Vedanta, target price Rs 170: Sagar Doshi",1 month ago · Sagar Doshi of Edelweiss Financial Services has buy call on Vedanta Ltd. with a target price of Rs 170.0 . The current market price of Vedanta Ltd. is Rs 157.4...,0.0,0.0,1.0,0.0,November
78,https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-forge-ltd-target-rs-495-0-sagar-doshi/articleshow/71932669.cms,"Buy Bharat Forge, target price Rs 495: Sagar Doshi",1 month ago · Sagar Doshi of Edelweiss Financial Services has buy call on Bharat Forge Ltd. with a target price of Rs 495.0 . The current market price of Bharat Forge Ltd. is...,0.0,0.0,1.0,0.0,November
79,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-the-news-pcj-dhfl-titan-indiabulls-housing-jspl-and-tata-steel/articleshow/71932075.cms,"Stocks in the news: PCJ, DHFL, Titan, Indiabulls Housing, JSPL and ...",1 month ago · JSPL: Jindal Steel and Power Ltd (JSPL) posted a consolidated net loss of Rs ... Edelweiss Financial Services: The company has emerged as the highest bidder...,0.0,0.0,1.0,0.0,November
80,https://www.exchange4media.com/advertising-news/edelweiss-tokio-life-insurance-to-invest-15-20-of-marketing-budget-on-ongoing-campaign-100636.html,Edelweiss Tokio Life Insurance to invest 15-20% of marketing ...,"1 month ago · Edelweiss Tokio Life Insurance plans to pump in 15-20% of their overall ... Limited is a joint venture between Edelweiss Financial Services Limited, one of India's...",0.0,0.0,1.0,0.0,November
81,https://economictimes.indiatimes.com/markets/stocks/news/edelweiss-is-top-bidder-for-3-ilfs-road-assets/articleshow/71932037.cms,Edelweiss is top bidder for 3 IL&FS road assets,"1 month ago · Mumbai: Edelweiss has emerged as the highest bidder for three road assets put ... with a debt of Rs 430 crore, the Hazaribagh Ranchi Expressway Ltd with a debt of ... as worked out by the new management and board, has categorised its group ... Those unable to meet obligations to even senior secured financial creditors...",0.368,0.0,0.632,0.3612,November
82,https://economictimes.indiatimes.com/markets/stocks/news/gare-palma-block-win-profit-booster-for-jspl-edelweiss/articleshow/71931883.cms,Gare Palma block win profit booster for JSPL: Edelweiss,1 month ago · Gare Palma block win profit booster for JSPL: Edelweiss ... Mumbai: Edelweiss Securities expects Jindal Steel & Power to benefit from ... Edelweiss Financial .,0.429,0.186,0.385,0.5859,November
83,https://www.cnbctv18.com/market/stocks/burger-king-india-files-for-rs-400-crore-ipo-4642991.htm,Burger King India files for Rs 400 crore IPO,"1 month ago · Kotak Mahindra Capital, CLSA India, Edelweiss Financial Services and JM ... Burger King India Ltd plans to have 325 stores by December 31, 2020, ... McDonald's had 470 at last count, according to data by consulting firm Technopak Advisors. ... Private equity firm Everstone Capital, which operates Burger King India,...",0.0,0.0,1.0,0.0,November
84,https://economictimes.indiatimes.com/markets/stocks/earnings/titan-company-likely-to-post-double-digit-profit-growth-in-q2/articleshow/71917009.cms,Titan Company likely to post double-digit profit growth in Q2,"1 month ago · Edelweiss Financial . ... Titan Company Ltd. ... trading 1 per cent down at Rs 1,285.30 ahead of its financial result which is slated to announce later in the day.",0.407,0.0,0.593,0.6705,November
85,https://www.dsij.in/DSIJArticleDetail/ArtMID/10163/ArticleID/10043/USFDA-concludes-inspection-at-Hikal%25E2%2580%2599s-Bangalore-facility,USFDA concludes inspection at Hikal's Bangalore facility,1 month ago · Hikal Limited announced having received the Establishment Inspection Report (EIR) from the United States Food and Drug Administration (USFDA) for its Active...,0.0,0.0,1.0,0.0,November
86,https://www.dsij.in/DSIJArticleDetail/ArtMID/10163/ArticleID/10042/Quarterly-results-to-watch-out-on-November-5,Quarterly results to watch out on November 5,"1 month ago · The following stocks will be in focus during Tuesday's trading session in light of their results announcements: Dabur, NCC, Titan, Ajanta Pharma and Divi's Labs.",0.0,0.0,1.0,0.0,November
87,https://www.livemint.com/market/stock-market-news/burger-king-files-for-ipo-looks-to-raise-1-000-crore-11572878887415.html,"Burger King files for IPO, looks to raise ₹1,000 crore","1 month ago · MUMBAI : Burger King India Ltd., one of the fastest growing quick service ... CLSA India, Edelweiss Financial Services and JM Financial have been appointed to...",0.0,0.0,1.0,0.0,November
88,http://www.uniindia.com/ecl-finance-announces-rs-500-cr-public-issue-of-secured-redeemable-non-convertible-debentures-ncds/east/news/1779552.html,ECL Finance announces Rs 500 cr public issue of Secured ...,"1 month ago · Kolkata, Nov 04 (UNI) ECL Finance Ltd (ECLF), the NBFC arm of Edelweiss Group, today announced the public issue of Secured Redeemable Non-Convertible...",0.213,0.0,0.787,0.4019,November
89,https://www.moneycontrol.com/news/business/burger-kings-india-unit-looks-to-raise-4-billion-rupees-in-ipo-4602491.html,Burger King's India unit looks to raise Rs 400 crore in IPO,"1 month ago · Burger King India Ltd plans to have 325 stores by December 31, 2020, up from 202 ... Kotak Mahindra Capital, CLSA India, Edelweiss Financial Services and JM...",0.0,0.0,1.0,0.0,November
90,https://www.ndtv.com/business/burger-king-looks-to-raise-up-to-rs-400-crore-in-ipo-in-india-burger-king-ipo-news-2127066,Burger King Looks To Raise Up To Rs 400 Crore In IPO In India,"1 month ago · Private equity firm Everstone Capital, which operates Burger King India, ... Kotak Mahindra Capital, CLSA India, Edelweiss Financial Services and JM Financial...",0.0,0.0,1.0,0.0,November
91,https://economictimes.indiatimes.com/markets/ipos/fpos/burger-king-india-files-papers-for-ipo/articleshow/71890054.cms,Burger King India files papers for IPO,"1 month ago · NEW DELHI: Quick service restaurant chain Burger King India has filed draft papers ... Edelweiss Financial Services, Kotak Mahindra Capital, JM Financial, and...",0.0,0.0,1.0,0.0,November
92,https://indiaeducationdiary.in/ecl-finance-limited-announces-%25E2%2582%25B9-500-crore-public-issue-of-secured-redeemable-non-convertible-debentures-ncds/,ECL Finance Limited announces ₹ 500 crore Public Issue of Secured Redeemable Non-Convertible Debentures (NCDs),"1 month ago · Hyderabad: ECL Finance Ltd (ECLF), the NBFC arm of Edelweiss Group, today announced the public issue of Secured Redeemable Non-Convertible...",0.163,0.114,0.723,0.2023,November
93,https://economictimes.indiatimes.com/markets/stocks/news/share-market-update-nbfc-stocks-advance-pnb-housing-jumps-5/articleshow/71889524.cms,Share market update: NBFC stocks advance; PNB Housing jumps 5%,"1 month ago · PNB Housing Finance (up 5.52 per cent) , Indiabulls Ventures (up 5 per cent) ... Edelweiss Financial Services (up 2.41 per cent) , Indiabulls Housing Finance Ltd ... Mas Financial Services (up 1.36 per cent) , Aditya Birla Capital Ltd (up 1.27...",0.196,0.0,0.804,0.296,November
94,https://www.moneycontrol.com/news/business/markets/edelweiss-financial-gains-3-on-ecl-finance-plan-to-raise-rs-500-crore-4601001.html,Edelweiss Financial gains 3% on ECL Finance plan to raise Rs 500 ...,"1 month ago · Holders of NCD(s)/bond(s) and/or are equity shareholder(s) of the promoter Edelweiss Financial Services Limited, as the case may be, shall be eligible for an...",0.167,0.0,0.833,0.34,November
95,https://www.livemint.com/companies/start-ups/fundraising-by-pe-vc-firms-in-january-september-at-a-five-year-high-11572802412820.html,PE/VC fundraising peaks to five-year high as global bonds lose sheen,"1 month ago · Private equity (PE) and venture capital (VC) firms in India raised more funds in the ... One, Edelweiss Financial Services Ltd.'s distressed assets focused fund...",0.0,0.213,0.787,-0.4019,November
96,https://www.aninews.in/news/business/ecl-finance-announces-rs-500-crore-public-issue-of-secured-redeemable-ncds20191104110656/,ECL Finance announces Rs 500 crore public issue of secured ...,"1 month ago · Mumbai, (Maharashtra) [India], Nov 4 (ANI): ECL Finance Ltd (ECLF), the non-banking finance company of Edelweiss Group, has announced the public issue of...",0.213,0.0,0.787,0.4019,November
97,https://www.business-standard.com/article/news-cm/ecl-finance-announces-rs-500-cr-public-issue-of-ncds-119110400184_1.html,ECL Finance announces Rs 500 cr public issue of NCDss,1 month ago · Axis Bank Limited and Edelweiss Financial Services are the lead managers for this NCD Issue. The Tranche II Issue opens on 04 November 2019 and closes on...,0.0,0.0,1.0,0.0,November
98,https://www.equitybulls.com/admin/news2006/news_det.asp%3Fid%3D258266,ECL Finance Limited announces Rs. 500 crore Public Issue of ...,"1 month ago · ECL Finance Ltd (ECLF), the NBFC arm of Edelweiss Group, has announced the public issue of Secured Redeemable Non-Convertible Debentures (NCDs) of a...",0.0,0.16,0.84,-0.2263,November
99,http://www.mondaq.com/india/x/860054/Fund%2BManagement%2BREITs/PUT%2BOPTIONS%2BENFORCEMENT%2BAND%2BCLAIMING%2BDAMAGES%2BINDEMNITY,Put Options - Enforcement And Claiming Damages & Indemnity ...,1 month ago · Securities and Exchange Board of India was further cemented by its recent decision in March 2019 in the case of Edelweiss Financial Services Limited v.,0.0,0.293,0.707,-0.4404,November
